name,epoch,true_mean_post-pre,shuffled_mean_post-pre,shuffled_std_post-pre,z-score,p-value,modulation
C18,Baseline,0.28303006291389465,-0.050990909337997437,0.24634285271167755,1.3559191226959229,0.05999999865889549,0.0
C19,Baseline,-0.19202156364917755,-0.04344375431537628,0.34731122851371765,-0.4277944266796112,0.28999999165534973,0.0
population,Early Drug,-0.06959398835897446,-0.01221880316734314,0.08575588464736938,-0.6690524816513062,0.20000000298023224,0.0
up_modulated,Early Drug,,,,,,
down_modulated,Early Drug,,,,,,
non_modulated,Early Drug,-0.06959398090839386,-0.010141603648662567,0.07826203852891922,-0.7596579194068909,0.20000000298023224,0.0
C00,Early Drug,-0.046748533844947815,0.033264607191085815,0.17597243189811707,-0.4546913504600525,0.2800000011920929,0.0
C01,Early Drug,0.16110824048519135,0.1401132345199585,0.3087075352668762,0.0680093765258789,0.4399999976158142,0.0
C02,Early Drug,0.25637322664260864,-0.003221545135602355,0.16151951253414154,1.607203722000122,0.23000000417232513,0.0
C03,Early Drug,-0.08221858739852905,-0.04648995026946068,0.13128478825092316,-0.2721460461616516,0.30000001192092896,0.0
C04,Early Drug,0.08156397938728333,-0.07129985839128494,0.37299349904060364,0.4098297357559204,0.44999998807907104,0.0
C05,Early Drug,-0.07176192104816437,-0.03637309372425079,0.2262299805879593,-0.15642854571342468,0.3199999928474426,0.0
C06,Early Drug,0.13032950460910797,-0.06874710321426392,0.37167009711265564,0.5356271862983704,0.3799999952316284,0.0
C07,Early Drug,-0.2336646318435669,0.04407170042395592,0.369546115398407,-0.7515606880187988,0.18000000715255737,0.0
C08,Early Drug,-0.2829950749874115,-0.034429263323545456,0.2043106108903885,-1.2166074514389038,0.07999999821186066,0.0
C09,Early Drug,-0.3654153048992157,0.09923006594181061,0.3739158511161804,-1.2426469326019287,0.029999999329447746,0.0
C10,Early Drug,-0.31746894121170044,-0.07923020422458649,0.2391538918018341,-0.9961733818054199,0.15000000596046448,0.0
C11,Early Drug,-0.290122926235199,-0.008299277164041996,0.1630508452653885,-1.7284401655197144,0.029999999329447746,0.0
C12,Early Drug,-0.2300942838191986,-0.04151323437690735,0.17791010439395905,-1.0599794387817383,0.10000000149011612,0.0
C13,Early Drug,-0.09410931915044785,-0.07942410558462143,0.1814599484205246,-0.08092812448740005,0.3700000047683716,0.0
C14,Early Drug,0.0654948353767395,-0.05105588957667351,0.2349543422460556,0.4960569143295288,0.44999998807907104,0.0
C15,Early Drug,-0.15733875334262848,-0.029681498184800148,0.17941570281982422,-0.7115166187286377,0.1599999964237213,0.0
C16,Early Drug,0.018892943859100342,-0.008225318975746632,0.2219569832086563,0.12217801064252853,0.4399999976158142,0.0
C17,Early Drug,-0.12483170628547668,-0.00044738169526681304,0.24090354144573212,-0.5163241624832153,0.25,0.0
C18,Early Drug,-0.0920649841427803,-0.01701107621192932,0.16631121933460236,-0.4512858986854553,0.25999999046325684,0.0
C19,Early Drug,0.2831926643848419,0.014393128454685211,0.18950043618679047,1.418463945388794,0.2199999988079071,0.0
population,Late Drug,-0.15208712220191956,0.013644489459693432,0.1570390909910202,-1.0553525686264038,0.12999999523162842,0.0
up_modulated,Late Drug,,,,,,
down_modulated,Late Drug,,,,,,
non_modulated,Late Drug,-0.15208713710308075,0.011461368761956692,0.1440155953168869,-1.135630488395691,0.12999999523162842,0.0
C00,Late Drug,0.11760909855365753,0.0022550709545612335,0.09301021695137024,1.2402297258377075,0.23999999463558197,0.0
C01,Late Drug,-1.6923677921295166,-0.04492476209998131,0.7723919749259949,-2.13291072845459,0.029999999329447746,0.0
C02,Late Drug,-0.9932331442832947,-0.21204787492752075,0.8220160603523254,-0.9503284692764282,0.11999999731779099,0.0
C03,Late Drug,-0.35176801681518555,-0.05835559219121933,0.65512615442276,-0.4478716254234314,0.28999999165534973,0.0
C04,Late Drug,0.017696410417556763,0.01773909293115139,0.14372409880161285,-0.00029697534046135843,0.47999998927116394,0.0
C05,Late Drug,0.38443523645401,-0.02601507678627968,0.3650108277797699,1.1244879961013794,0.25999999046325684,0.0
C06,Late Drug,0.009337037801742554,-0.005357217974960804,0.17264977097511292,0.08511019498109818,0.47999998927116394,0.0
C07,Late Drug,0.44433191418647766,0.10967198759317398,0.44189897179603577,0.7573222517967224,0.3499999940395355,0.0
C08,Late Drug,0.002832770347595215,-0.002406736835837364,0.20274785161018372,0.02584247849881649,0.44999998807907104,0.0
C09,Late Drug,0.08847901225090027,-0.004791649989783764,0.3381376564502716,0.27583634853363037,0.44999998807907104,0.0
C10,Late Drug,0.12730887532234192,0.0780392736196518,0.23615121841430664,0.20863580703735352,0.49000000953674316,0.0
C11,Late Drug,-0.7749451398849487,-0.1009146124124527,0.42901313304901123,-1.571118712425232,0.05000000074505806,0.0
C12,Late Drug,0.12147104740142822,0.10948958992958069,0.26211878657341003,0.04571003094315529,0.4099999964237213,0.0
C13,Late Drug,-0.34141796827316284,0.11067485809326172,0.3622680902481079,-1.2479510307312012,0.07999999821186066,0.0
C14,Late Drug,0.1300550401210785,0.018307385966181755,0.2986578345298767,0.3741661608219147,0.3799999952316284,0.0
C15,Late Drug,-0.13486248254776,0.05135853588581085,0.3881162106990814,-0.47980737686157227,0.23999999463558197,0.0
C16,Late Drug,0.1760050505399704,0.059477079659700394,0.3624662756919861,0.32148638367652893,0.4399999976158142,0.0
C17,Late Drug,-0.11651480197906494,0.08964630216360092,0.4384465515613556,-0.470208078622818,0.27000001072883606,0.0
C18,Late Drug,0.09073382616043091,0.09130435436964035,0.4136257767677307,-0.001379334251396358,0.4399999976158142,0.0
C19,Late Drug,-0.3469284176826477,-0.010260348208248615,0.4648438096046448,-0.7242606282234192,0.18000000715255737,0.0
