name,modulation scores in center vs quad 4,p-values in center vs quad 4,modulation in center vs quad 4,modulation scores in center vs quad 1,p-values in center vs quad 1,modulation in center vs quad 1,modulation scores in center vs quad 2,p-values in center vs quad 2,modulation in center vs quad 2,modulation scores in quad 4 vs quad 1,p-values in quad 4 vs quad 1,modulation in quad 4 vs quad 1,modulation scores in quad 4 vs quad 2,p-values in quad 4 vs quad 2,modulation in quad 4 vs quad 2,modulation scores in quad 1 vs quad 2,p-values in quad 1 vs quad 2,modulation in quad 1 vs quad 2,mean Activity (a.u.) in center,mean Activity (a.u.) in quad 4,mean Activity (a.u.) in quad 1,mean Activity (a.u.) in quad 2
C010,-0.191263569460874,0.03,-1.0,-0.03262798199796506,0.14,0.0,-0.12905902772658479,0.24,0.0,0.221239383043793,0.41,0.0,-0.08509213094165521,0.21,0.0,-0.020243098821214067,0.38,0.0,0.723653583785358,6.758892526418901,5.297914846291961,4.458772554024561
C011,0.1485947798146455,0.2,0.0,-0.10565316638151667,0.09,0.0,-0.0793545548179785,0.29,0.0,0.08727665287355783,0.5,0.0,-0.027320390539164595,0.08,0.0,-0.19673372089974056,0.17,0.0,7.514742569479385,1.558674943129068,9.612818405853533,11.908266503043825
C012,-0.03534632296926261,0.4,0.0,-0.1250730512939386,0.38,0.0,-0.21940551775214254,0.29,0.0,0.09122150922168916,0.43,0.0,-0.14380622957791514,0.07,0.0,-0.28191133234098187,0.11,0.0,14.735457833701625,6.6392219959117185,5.581370741399006,6.807001485629146
C013,0.09734464809201128,0.49,0.0,0.06542177535445937,0.36,0.0,0.16683497495831498,0.45,0.0,0.2891412488551302,0.32,0.0,0.0838789685259599,0.28,0.0,-0.16375172521331796,0.49,0.0,1.3627206257821733,12.288008515910464,12.909362442552053,5.710737198808272
C014,-0.2866634729424809,0.09,0.0,-0.03156940887886441,0.32,0.0,0.09101452471470207,0.17,0.0,-0.27528271935719767,0.24,0.0,0.017383970158817253,0.32,0.0,-0.05863334583858126,0.25,0.0,7.84685760210075,7.082531340812436,8.278327435079879,14.648936869570814
C015,-0.20909683884580194,0.3,0.0,-0.02184250764715585,0.18,0.0,-0.13680028175065925,0.3,0.0,0.1565692384153057,0.47,0.0,0.08381615165979939,0.39,0.0,0.06555188558622146,0.17,0.0,2.629311556710471,14.023022869683533,6.840825223285915,12.467975097979357
C016,-0.23323784964811192,0.16,0.0,-0.0586489686470764,0.45,0.0,0.012198083795825586,0.34,0.0,0.013235466502155412,0.22,0.0,-0.24337213597349597,0.37,0.0,-0.20760587725812782,0.17,0.0,9.445970138738542,9.127281174151097,8.722859463963417,4.516972436453338
C017,0.08251510152635586,0.2,0.0,0.08977921941047541,0.46,0.0,-0.07104384780573754,0.31,0.0,0.2891662827846315,0.29,0.0,0.2925809076059177,0.16,0.0,-0.23651810589558486,0.37,0.0,5.5418723590268995,4.289784928790923,5.665794706860151,5.012532283378701
C018,-0.13695365231123308,0.16,0.0,0.02790521882210919,0.13,0.0,-0.1724008710464856,0.07,0.0,-0.10841918099541377,0.09,0.0,-0.009000192867606227,0.14,0.0,0.11669665583386639,0.11,0.0,8.88436396425979,9.968209494633259,5.516963733046,12.225210446693342
C019,-0.06529152482154303,0.26,0.0,-0.13036468124922854,0.4,0.0,-0.148210815125057,0.32,0.0,0.26456278225178864,0.36,0.0,0.2713762876312343,0.47,0.0,-0.055474314583392845,0.19,0.0,14.158567856596786,0.36726398094862167,9.734477088653529,5.790346063412891
C020,-0.09913714382240577,0.49,0.0,-0.0935556043825783,0.04,-1.0,-0.268747874471344,0.09,0.0,0.04269771638695643,0.25,0.0,-0.1752120576992016,0.44,0.0,0.258297405079932,0.1,0.0,7.4387428278848,5.4874184652326425,5.168609136456612,7.276936687405685
C021,-0.2644988749668931,0.34,0.0,-0.0444213004030995,0.17,0.0,0.25290189795336443,0.5,0.0,0.26304829767452304,0.28,0.0,0.13052516374934067,0.36,0.0,-0.10009877033311744,0.26,0.0,9.35185724225214,7.941704889231574,3.7941055966609136,0.9645245807123642
C022,-0.2152098201723515,0.21,0.0,-0.03215836526601341,0.3,0.0,-0.20136565767381823,0.39,0.0,0.09826703971905666,0.2,0.0,-0.23355947586544862,0.33,0.0,0.1411589223938579,0.37,0.0,11.01661448991427,14.697293581852463,8.644571916519324,9.127230851789468
C023,-0.2130605770463716,0.2,0.0,-0.11085920935520355,0.2,0.0,-0.26274040160725914,0.48,0.0,0.19463125753037025,0.08,0.0,-0.12961296601771694,0.14,0.0,-0.13559820180631724,0.11,0.0,5.8537966664789,8.62600807766225,6.493968100484992,5.078765512973782
C024,0.20943956013767961,0.3,0.0,0.20322987939742435,0.35,0.0,0.28706331232293353,0.18,0.0,-0.2244008738562515,0.1,0.0,0.27426141609313665,0.3,0.0,0.0019111731726787927,0.29,0.0,11.451004061348101,5.67444970494318,10.108570340526365,14.206335856402726
C025,-0.2045842869265348,0.2,0.0,-0.2643118279251518,0.4,0.0,0.13559559470309185,0.47,0.0,-0.2864782982691817,0.12,0.0,-0.17122563478961955,0.32,0.0,-0.22969492596097751,0.01,-1.0,13.108940677977037,12.419336930948665,5.997446057568033,12.453456682041494
C026,0.21622336763069486,0.36,0.0,0.19440013868453476,0.19,0.0,0.1573294748164721,0.44,0.0,-0.12345626936887283,0.35,0.0,-0.24022570999799867,0.04,-1.0,-0.2979544476225807,0.37,0.0,4.495770360106931,3.6354916516877163,1.8134714697293575,9.196103979990538
C027,-0.0780503654186201,0.18,0.0,0.06677648475017081,0.17,0.0,0.17353420913012343,0.44,0.0,0.2014519302408602,0.44,0.0,0.09834373358269637,0.5,0.0,0.06536375094211956,0.23,0.0,6.159805096998933,12.26265919581593,2.676143216103448,13.366392135776453
C028,-0.1262597796809953,0.21,0.0,0.19523929574541243,0.25,0.0,-0.1702964877418806,0.27,0.0,-0.25511950494100666,0.38,0.0,-0.2761108041106883,0.17,0.0,-0.060133335480534074,0.35,0.0,13.385387969824876,4.323356207360503,13.436586396091595,5.725171913490396
C029,0.27155363661342674,0.16,0.0,0.1558473305283722,0.04,1.0,-0.14305715431997773,0.17,0.0,-0.1410560940156006,0.32,0.0,0.2473011499193337,0.19,0.0,0.006245877101204678,0.29,0.0,6.553729796119617,4.235848918102386,9.710044731739893,1.3421566150359738
C030,0.06323166486093487,0.4,0.0,0.12326980440175633,0.22,0.0,-0.1141241748545618,0.44,0.0,0.14344940667102996,0.35,0.0,0.06583393225225076,0.1,0.0,-0.2783777795881449,0.06,0.0,10.042699626767225,14.132479816357634,10.341171390245,9.501211251958743
C031,-0.04199837084836071,0.25,0.0,-0.2878936912193494,0.18,0.0,0.22104011852101677,0.3,0.0,0.12718642991270437,0.07,0.0,0.122532454634185,0.18,0.0,-0.03182075212661042,0.09,0.0,14.999049455752958,14.434987709652383,8.311851531060528,1.8215135194574628
C032,-0.2720756384996488,0.37,0.0,0.27135228294978914,0.1,0.0,0.05428731318887516,0.3,0.0,0.2571540006195957,0.32,0.0,-0.09181574207915484,0.23,0.0,0.12211893914184628,0.45,0.0,0.22403363295108114,6.956492270481213,9.286209533994654,12.495281958923462
C033,0.03436918289196291,0.04,1.0,-0.21794703286609174,0.13,0.0,0.1629512847255045,0.48,0.0,0.23391583420297773,0.2,0.0,-0.24171031171423063,0.28,0.0,0.17310827330338335,0.35,0.0,8.640992943889984,8.039378330712553,9.104380726053819,0.21140166319406684
C034,0.23224116627033783,0.19,0.0,-0.14300392428666306,0.45,0.0,0.2860208277461862,0.16,0.0,0.16874664548132481,0.13,0.0,0.10413647035069196,0.28,0.0,-0.18702273891326596,0.29,0.0,3.172420811854621,2.5862993248122113,2.54082044595176,0.2591857166372086
C035,0.27011821879414816,0.46,0.0,0.19978523990729377,0.18,0.0,-0.14458177169907496,0.05,0.0,0.10750631676685493,0.08,0.0,0.028054285852110315,0.41,0.0,-0.08960654612981593,0.4,0.0,9.440764716959569,12.005641252183318,9.320595451981,0.5981166861063497
C036,-0.11360775286365633,0.04,-1.0,0.13772471218208862,0.36,0.0,0.207891684804485,0.21,0.0,0.0656885705525712,0.2,0.0,-0.26173100093590396,0.07,0.0,0.18102369360227927,0.29,0.0,10.00146009833541,7.959266160636523,1.2391515869842618,2.2911422914520587
C037,-0.01237286919738838,0.28,0.0,-0.12894662507275212,0.34,0.0,0.09649421632943808,0.18,0.0,-0.21698295699227024,0.41,0.0,-0.035227770455359075,0.24,0.0,-0.25114981064299474,0.11,0.0,13.289647627788245,7.6745801772528175,9.009865062733034,0.11279099534636683
C038,0.12505538696347132,0.1,0.0,0.2551542905732167,0.46,0.0,0.24436648576997147,0.09,0.0,-0.2533026053390584,0.26,0.0,0.005060611664484971,0.5,0.0,0.2263584881642935,0.44,0.0,9.26291378658542,0.566552338312763,8.858626163312413,14.471045900690248
C039,-0.11780408941241698,0.19,0.0,0.04852237526864362,0.15,0.0,0.2187293611186231,0.49,0.0,-0.02696660292110924,0.29,0.0,-0.023032052207991538,0.24,0.0,0.2951778259244504,0.27,0.0,2.8655467920705906,7.809698437068734,3.200257296449763,10.62479005499566
C040,-0.03492724409161065,0.19,0.0,-0.24513916762328047,0.06,0.0,0.23718413595557708,0.01,1.0,0.22572046117962727,0.35,0.0,0.23533027941632867,0.33,0.0,-0.04016448827250729,0.18,0.0,10.285645789288829,1.1373100671606866,14.041498770472245,11.881846817917106
C041,-0.15090732882234775,0.41,0.0,0.28740057835039573,0.36,0.0,-0.21517612979842185,0.03,-1.0,-0.10678087767338613,0.41,0.0,-0.01995726922324721,0.2,0.0,-0.0507631708795989,0.12,0.0,9.03052834223328,5.0466906339578586,0.4811758124841864,4.187849063945967
C042,0.04689561560372639,0.38,0.0,-0.10828021915131655,0.19,0.0,-0.24593931579335992,0.47,0.0,0.2304132281430468,0.15,0.0,-0.2706392203250712,0.25,0.0,0.2835072084708378,0.05,0.0,13.709613467425262,11.676070965874878,9.21480203533992,10.067153585339636
C043,-0.14054605021707492,0.22,0.0,0.2244309232463748,0.28,0.0,0.012168543199325765,0.13,0.0,0.26659069197788,0.3,0.0,-0.22307878345386611,0.02,-1.0,-0.15152177800288555,0.03,-1.0,9.504385941004237,10.875811186983572,3.9116624717882784,6.318261049332477
C044,-0.22905765241332648,0.07,0.0,0.2484730834059485,0.3,0.0,-0.27067617929336857,0.16,0.0,0.16835694102207935,0.26,0.0,0.22961592995187916,0.31,0.0,-0.28465646208717393,0.19,0.0,10.354532532341416,13.040076204989562,11.800660865300275,5.522253831216475
C045,-0.23047679898243756,0.28,0.0,0.07038248614796354,0.22,0.0,0.08888332742262284,0.02,1.0,-0.24730720490622163,0.21,0.0,0.28086919266174976,0.47,0.0,-0.2822764605767391,0.18,0.0,3.181812906792754,13.373448806370655,13.054165637853782,10.587807574186137
C046,0.24570875099292847,0.01,1.0,-0.25029875799831686,0.34,0.0,0.22810850577297082,0.17,0.0,0.10133211723860233,0.05,0.0,0.09616533217828271,0.21,0.0,-0.05358578683616002,0.19,0.0,9.646924749877995,6.449119389128702,10.35793192050174,6.787683305269963
C047,-0.08595371730213423,0.19,0.0,-0.11703271452272324,0.3,0.0,-0.0631296350560607,0.34,0.0,-0.05261869246348714,0.3,0.0,-0.10420577664590906,0.35,0.0,-0.1638185293929055,0.22,0.0,11.808375102675182,1.6850406236326754,12.352566433446205,14.983471602247914
C048,0.18186519520408867,0.33,0.0,-0.13364172264790886,0.24,0.0,0.29374629458976637,0.49,0.0,0.03704186330672849,0.18,0.0,0.025758893723077558,0.17,0.0,-0.19404413395528888,0.25,0.0,3.8128676099981034,2.038864070067159,5.324472859661836,8.123270586380603
C049,0.2714784989638039,0.46,0.0,-0.18657834248816424,0.37,0.0,-0.09248978650323107,0.1,0.0,0.0835860996869033,0.08,0.0,0.0010768177186418536,0.47,0.0,0.22703662313006948,0.23,0.0,1.5382746803683163,6.803496741196453,10.084999986768452,9.330749678982366
