name,modulation scores in center vs quad 4,p-values in center vs quad 4,modulation in center vs quad 4,modulation scores in center vs quad 1,p-values in center vs quad 1,modulation in center vs quad 1,modulation scores in center vs quad 2,p-values in center vs quad 2,modulation in center vs quad 2,modulation scores in quad 4 vs quad 1,p-values in quad 4 vs quad 1,modulation in quad 4 vs quad 1,modulation scores in quad 4 vs quad 2,p-values in quad 4 vs quad 2,modulation in quad 4 vs quad 2,modulation scores in quad 1 vs quad 2,p-values in quad 1 vs quad 2,modulation in quad 1 vs quad 2,mean Activity (a.u.) in center,mean Activity (a.u.) in quad 4,mean Activity (a.u.) in quad 1,mean Activity (a.u.) in quad 2
C010,-0.13276952865260996,0.16,0.0,0.003911582570038518,0.3,0.0,-0.07049823799580587,0.43,0.0,0.1236751771019044,0.11,0.0,-0.1669926361098556,0.32,0.0,-0.27297767290696595,0.15,0.0,2.8905953865003413,9.264643486110215,4.871688411359497,13.378937870665053
C011,-0.14658798505866685,0.11,0.0,-0.06485373176326226,0.37,0.0,-0.0629885342858606,0.19,0.0,-0.24705135860875513,0.08,0.0,-0.058888315029113486,0.3,0.0,-0.09102612048605493,0.12,0.0,13.700504863490655,1.8822643397698324,9.118292780484103,8.240251490627424
C012,-0.1882972560888728,0.12,0.0,0.010720864971643396,0.21,0.0,0.09962788453111575,0.49,0.0,0.05755037890079433,0.48,0.0,-0.10571025892004228,0.18,0.0,-0.2034561122264925,0.33,0.0,12.785544884256295,0.4209540836510456,6.699659340658679,9.814764266332249
C013,0.12627954029445337,0.11,0.0,-0.10272971560665174,0.43,0.0,0.11429098467919752,0.25,0.0,0.13965881486353451,0.19,0.0,-0.010620750640984266,0.44,0.0,-0.18737149890030108,0.36,0.0,13.429525347942274,3.4628583846824856,11.934523603078492,14.317193382329794
C014,-0.23114804966033067,0.24,0.0,0.007618030369653339,0.45,0.0,0.12075308928948018,0.13,0.0,-0.17462890005133666,0.33,0.0,-0.2892921480722998,0.18,0.0,-0.24511324159974707,0.48,0.0,10.793112973496916,5.807206375418188,2.488657855695669,6.306801844012314
C015,0.11711273743483003,0.14,0.0,-0.2151103274837055,0.05,0.0,0.03375660649232848,0.33,0.0,0.05914427680056424,0.09,0.0,-0.20300243583732452,0.12,0.0,0.16287410930490487,0.15,0.0,3.1564764660487077,11.770237976868147,2.6773481078796917,4.016754159638313
C016,0.11832312976619369,0.11,0.0,0.17638612873973994,0.47,0.0,-0.24059661880525507,0.23,0.0,0.01605074632960728,0.13,0.0,-0.007065284757115542,0.37,0.0,-0.1898367619870244,0.36,0.0,6.389556177192147,9.549641837799788,7.82421223206235,14.49059741270178
C017,-0.07416373955249023,0.28,0.0,-7.603446301187588e-05,0.49,0.0,-0.1328601491447723,0.31,0.0,0.26303557482544054,0.31,0.0,0.06558430488644196,0.34,0.0,0.06161468118411308,0.12,0.0,5.893918127491842,10.10031846215059,12.08292859129149,7.023645737225625
C018,0.2896310392738063,0.42,0.0,0.10353805106561938,0.44,0.0,-0.25496380607359265,0.26,0.0,0.19980450230853664,0.06,0.0,0.012104128683619453,0.05,0.0,0.11306025291928638,0.44,0.0,5.040571691733959,9.635842920852658,7.030110826344188,12.64635823622176
C019,0.22816914473810712,0.34,0.0,0.23450282978677944,0.12,0.0,0.09968466411250036,0.48,0.0,-0.08634022970929246,0.09,0.0,-0.07550063550421705,0.36,0.0,-0.09087550557287384,0.28,0.0,5.727909499098609,4.875850956321447,13.590210190576439,2.451626772514449
C020,0.25661572693729895,0.01,1.0,0.21750857788989328,0.47,0.0,0.08415198741622439,0.18,0.0,0.1819833822185331,0.17,0.0,0.27557087200406116,0.34,0.0,0.28444834828023263,0.38,0.0,9.188230297065038,8.594400906683424,12.251206585701816,3.9953016823673386
C021,-0.026327420514603284,0.39,0.0,0.25786688011183834,0.32,0.0,0.019592262401681104,0.5,0.0,-0.11730853300768684,0.11,0.0,0.17932767285423007,0.46,0.0,0.21390997066040532,0.24,0.0,0.9511298972638071,12.27177554015707,6.319195211555067,9.886238427293126
C022,0.13043541421030663,0.22,0.0,0.27754625560270096,0.15,0.0,0.07797341584261949,0.24,0.0,0.07347853997658439,0.11,0.0,0.09669775203400433,0.38,0.0,0.06415642254916222,0.07,0.0,10.767344643073212,3.278322237466274,11.03490005058043,8.295185776140194
C023,-0.08731819427092717,0.19,0.0,0.2628216069328303,0.08,0.0,0.29990327027475955,0.31,0.0,-0.2950786964815085,0.28,0.0,0.04215931923312708,0.29,0.0,-0.1941464749226978,0.13,0.0,13.237373220022553,8.545758661178203,7.613132980941169,5.737355824880936
C024,0.050448636358540355,0.02,1.0,-0.10837833995457606,0.16,0.0,-0.20630306314739286,0.43,0.0,0.20766639400254652,0.18,0.0,0.261316548145852,0.25,0.0,0.1698234251082533,0.46,0.0,4.640769965914243,7.029413245284426,3.407317036002838,14.444275490486046
C025,0.17609047973008285,0.41,0.0,0.08974552700410689,0.42,0.0,0.20087160150305589,0.06,0.0,-0.278705583135534,0.18,0.0,-0.13164728432316466,0.1,0.0,-0.035722635938910674,0.3,0.0,13.282729754522201,2.1302889628994137,0.08175964063244001,12.075711061243627
C026,0.191534529308676,0.21,0.0,0.11186511352265584,0.48,0.0,-0.16834950392413212,0.03,-1.0,-0.11768373336603008,0.08,0.0,0.2134657946391795,0.45,0.0,-0.2141628638460934,0.27,0.0,3.6177621101563657,8.61638485973637,4.550497195409507,2.8653563851908825
C027,0.2994130471388215,0.31,0.0,0.27254175316434065,0.18,0.0,-0.25661058990807195,0.22,0.0,-0.24335266931788016,0.39,0.0,-0.005180205780240077,0.25,0.0,0.26679670841071723,0.09,0.0,4.7708654175024465,2.2960498412202797,6.369021023712897,9.506813486460672
C028,0.11655432350222891,0.21,0.0,0.2858974542336058,0.44,0.0,-0.057346368596208404,0.08,0.0,-0.08779785964976147,0.03,-1.0,0.28930988274533614,0.05,0.0,0.224671707048172,0.07,0.0,2.7887378719647584,14.601566399038262,0.38412335190849023,0.2661323934200893
C029,-0.12571146288741447,0.2,0.0,-0.013029262700308063,0.12,0.0,-0.09549252204397093,0.33,0.0,-0.11531107168963192,0.08,0.0,0.06763542408574097,0.27,0.0,0.25243721968130134,0.06,0.0,0.3650445666519969,6.244545907433408,4.041094209626602,14.334686724285513
C030,0.04207773927074836,0.05,0.0,0.2273671785079033,0.17,0.0,-0.14406998879040073,0.39,0.0,-0.2635097997509291,0.03,-1.0,0.12812705621601203,0.38,0.0,-0.046206985551688874,0.17,0.0,12.73961598683555,5.25924750485261,5.268612250534793,11.128957655014156
C031,0.0339241937393721,0.42,0.0,0.2990432658241172,0.24,0.0,0.0737955777988717,0.32,0.0,-0.23311905380890735,0.25,0.0,-0.1738056227259475,0.16,0.0,0.030204488427054033,0.35,0.0,5.7112431828678165,5.254516562043253,9.187975128305546,13.825824077636268
C032,-0.2381489899374664,0.07,0.0,0.1295336549589874,0.2,0.0,-0.23541064665011915,0.21,0.0,0.2571639180138136,0.25,0.0,0.25920896555330386,0.35,0.0,0.06979209208885918,0.13,0.0,1.6051149020035416,1.2225657075563345,1.4897580298639979,2.424728837297667
C033,-0.20847408959746336,0.41,0.0,0.1842525301040798,0.32,0.0,0.03168364938591104,0.06,0.0,0.14691801031066218,0.4,0.0,-0.08921775213821272,0.42,0.0,0.25886390722061536,0.35,0.0,2.158209710638432,3.268418737773575,4.960043657825048,0.4020794539986511
C034,-0.16880913712284465,0.48,0.0,0.14624656956986326,0.4,0.0,0.27704631244160194,0.12,0.0,0.03487204145114309,0.19,0.0,0.2072965655209522,0.18,0.0,0.14814342878046002,0.21,0.0,12.111001313125396,9.9185716915043,3.8170125893813616,11.888033138952744
C035,0.05151673563258654,0.48,0.0,0.2722377850339945,0.23,0.0,0.22596890417890728,0.01,1.0,-0.07177781394215814,0.19,0.0,-0.10269833532165511,0.38,0.0,-0.11315111023101991,0.25,0.0,12.863786438366049,0.3980332084809962,7.6571661811712834,4.291800530790617
C036,-0.09370281330275076,0.05,0.0,0.21469742711053377,0.05,0.0,0.2933206148105914,0.23,0.0,-0.08267426371518527,0.24,0.0,-0.2309598074009591,0.34,0.0,-0.1443936387643354,0.23,0.0,6.701936747633047,13.57620901315391,5.916783989035595,2.427043351401636
C037,0.2561763215883616,0.42,0.0,0.1315822082951277,0.23,0.0,0.19171127479258196,0.5,0.0,0.13053205819596553,0.01,1.0,0.28206308535960445,0.37,0.0,-0.15266540615641358,0.06,0.0,9.516327300084226,10.384427421375895,8.813476990136028,14.112969312637103
C038,0.1001842312699599,0.17,0.0,-0.24043979915480482,0.16,0.0,-0.03296119336697987,0.21,0.0,-0.19835669586717958,0.45,0.0,-0.1781652163686342,0.3,0.0,0.2145814639918267,0.02,1.0,3.4401850783275876,6.37288087299932,13.887449860680851,14.804654949157872
C039,0.02437548543630923,0.06,0.0,0.0755578390811626,0.46,0.0,-0.08884894327928387,0.27,0.0,-0.2590840626150268,0.13,0.0,0.157228227270331,0.49,0.0,-0.039184005684688494,0.29,0.0,2.5993494807784185,11.71757212166378,5.979071129974157,9.004209772916093
C040,0.26154405299280725,0.13,0.0,-0.14476049198061483,0.06,0.0,-0.2872181101262132,0.03,-1.0,0.06336000855209557,0.24,0.0,0.2291124442230012,0.41,0.0,-0.1731238368551667,0.03,-1.0,2.164187917428541,7.5860296898710375,10.736973405433684,0.8386570860896819
C041,-0.26530667816975406,0.47,0.0,-0.0960181227784143,0.07,0.0,0.1605263289092128,0.32,0.0,0.11296732814072658,0.06,0.0,-0.0484665339748158,0.33,0.0,0.2565032038922809,0.13,0.0,10.417503321842169,9.333248798524822,10.207401839279854,7.4803117760771745
C042,-0.1127983091533179,0.32,0.0,0.026957013935724715,0.29,0.0,-0.12088234852417534,0.18,0.0,-0.19267009236340055,0.36,0.0,0.2943097766158131,0.31,0.0,-0.11557575630836582,0.23,0.0,8.773132089039416,5.150016126165374,4.7146191966429924,1.6432749685489338
C043,-0.1855262742166162,0.49,0.0,-0.1613595403261058,0.06,0.0,-0.15251288000688823,0.39,0.0,-0.24463435783950488,0.3,0.0,-0.18663673171929654,0.18,0.0,-0.16844009553906408,0.27,0.0,9.549293128284736,3.179268083067288,14.42801283747242,1.85218571012154
C044,0.21161162302841613,0.09,0.0,0.21199287072144193,0.1,0.0,-0.19317744160820655,0.44,0.0,-0.052024165555543296,0.17,0.0,0.02451877790894148,0.09,0.0,0.11380068575342762,0.46,0.0,3.126686993931828,7.114705574730237,3.560747313076875,0.27471514192044855
C045,-0.29802266166980534,0.22,0.0,0.287750070672451,0.02,1.0,-0.2758231044496775,0.41,0.0,0.2531158360009171,0.14,0.0,0.262209441298132,0.33,0.0,-0.08622715140796311,0.19,0.0,7.629114053246891,13.03513412393505,2.580456817378492,5.9210249454523325
C046,0.19080626893293345,0.07,0.0,-0.05743635556816662,0.49,0.0,0.13445042006791189,0.18,0.0,0.2108241354540786,0.41,0.0,-0.18192418825654633,0.18,0.0,0.28026014223420975,0.38,0.0,1.4239710466801698,13.55199703117671,3.2351731306334797,7.689229347283699
C047,-0.11532260087891685,0.27,0.0,0.10003218427359377,0.16,0.0,-0.08717746036526627,0.24,0.0,-0.07675802485057126,0.12,0.0,0.1442476381172945,0.4,0.0,-0.045547133203884684,0.18,0.0,0.4521912323915639,12.511666313074215,3.976501947983901,13.40966824102859
C048,0.1006193524646006,0.33,0.0,-0.1291690461514171,0.27,0.0,0.28166449797264115,0.18,0.0,-0.04774646125307991,0.21,0.0,0.2969174719831902,0.14,0.0,-0.18494453907149874,0.49,0.0,12.847418288754467,1.3053539832836263,8.927596144890993,9.32230032968605
C049,-0.19130328856908715,0.03,-1.0,0.2334065555084712,0.19,0.0,-0.27117479632270025,0.29,0.0,0.20591497507529857,0.25,0.0,-0.14226424272667657,0.39,0.0,-0.23757133768753014,0.17,0.0,2.670743342810434,14.190272345487763,2.8638820833427574,5.753562645158375
